"SYMBOL","peak","annotation","distanceToTSS","peak_log2FC","rna_log2FC","rna_padj"
"Cdh10","chr15-18820278-18821008","Promoter (<=1kb)",0,1.50506365929915,NA,NA
"Esrrg","chr1-187997357-187998266","Promoter (<=1kb)",0,1.50473228379693,NA,NA
"Caps2","chr10-112163195-112163890","Promoter (<=1kb)",0,1.50279392561778,NA,NA
"Gstt3","chr10-75780433-75781580","Promoter (<=1kb)",0,1.50138409509985,NA,NA
"Birc3","chr9-7872275-7873313","Promoter (<=1kb)",0,1.49795817262026,NA,NA
"Scnn1a","chr6-125318698-125319531","Promoter (1-2kb)",-1128,1.49701019390224,NA,NA
"Zfp148","chr16-33400022-33400732","Promoter (<=1kb)",0,1.49597070403677,-0.00869625020018638,1
"Ccdc88b","chr19-6847840-6848570","Promoter (<=1kb)",0,1.49576914119381,NA,NA
"Susd2","chr10-75643881-75644110","Promoter (<=1kb)",0,1.49473795828153,NA,NA
"Ctsh","chr9-90054078-90055583","Promoter (<=1kb)",0,1.49114567843951,0.527316812612907,1.99095779022959e-134
"Galm","chr17-80127110-80128404","Promoter (<=1kb)",0,1.49016181241836,NA,NA
"Serping1","chr2-84774681-84775078","Promoter (<=1kb)",50,1.48896410521779,NA,NA
"Comp","chr8-70374333-70374956","Promoter (<=1kb)",-82,1.48816201401915,NA,NA
"Pde4b","chr4-102254017-102255686","Promoter (<=1kb)",0,1.48592583085851,-0.111060491162983,0.713515700274578
"Cyth4","chr15-78610934-78611390","Promoter (<=1kb)",0,1.48537387943357,NA,NA
"Trak2","chr1-58945530-58947017","Promoter (<=1kb)",0,1.48264405625571,-0.120144899826825,1
"Arhgef18","chr8-3425139-3425798","Promoter (<=1kb)",-902,1.47978210546224,-0.22053184221381,5.51937145035981e-09
"Dusp16","chr6-134760935-134761299","Promoter (<=1kb)",0,1.4793790392596,0.0207005202342448,1
"Aspa","chr11-73324020-73324800","Promoter (<=1kb)",0,1.4790526254954,0.137473709195573,2.29775893791947e-25
"Gm6559","chr6-51378508-51379995","Promoter (<=1kb)",0,1.47891518556044,NA,NA
"Tnfrsf19","chr14-61037289-61038255","Promoter (<=1kb)",0,1.4775228388503,NA,NA
"E2f7","chr10-110743881-110744508","Promoter (<=1kb)",-931,1.47625603710404,0.093457037061694,0.0110409621743699
"Bdkrb2","chr12-105562103-105564277","Promoter (<=1kb)",0,1.47431380671032,NA,NA
"Hoga1","chr19-42044908-42045936","Promoter (<=1kb)",0,1.47273538043473,NA,NA
"Ifi47","chr11-49088326-49088767","Promoter (<=1kb)",62,1.47269682646589,NA,NA
"Zfp804b","chr5-7344013-7345208","Promoter (<=1kb)",0,1.4713793042462,NA,NA
"Tead4","chr6-128275428-128275963","Promoter (<=1kb)",0,1.46833159702099,0.145519091762622,9.60349413200908e-07
"Mgp","chr6-136875443-136876299","Promoter (<=1kb)",0,1.46665346855054,1.20376443844082,8.2851057149886e-113
"Usp44","chr10-93829836-93830359","Promoter (1-2kb)",-1196,1.45810378902993,NA,NA
"Spag1","chr15-36210255-36210935","Promoter (<=1kb)",0,1.45520064506217,NA,NA
"Pgf","chr12-85176970-85177401","Promoter (<=1kb)",0,1.45496731178721,NA,NA
"Figla","chr6-86014780-86015078","Promoter (1-2kb)",-1093,1.45349273604222,NA,NA
"Elf1","chr14-79515363-79516488","Promoter (<=1kb)",0,1.45206249314505,0.191569595135184,3.25708170402598e-07
"Ncoa4","chr14-32175009-32175705","Promoter (1-2kb)",-1027,1.45131001744085,0.0360897388976601,1
"Glis1","chr4-107432511-107433065","Promoter (1-2kb)",-1526,1.45044865577536,NA,NA
"Nkx2-2os","chr2-147183844-147184789","Promoter (<=1kb)",0,1.44970294741793,NA,NA
"Clip4","chr17-71780552-71781400","Promoter (<=1kb)",0,1.44764527488315,0.177455302794208,3.67787929521704e-19
"Traf3ip3","chr1-193188537-193190164","Promoter (1-2kb)",-1397,1.44662432637813,NA,NA
"Glipr1","chr10-111999201-111999658","Promoter (1-2kb)",-1937,1.44394512719824,NA,NA
"Slc6a6","chr6-91738039-91738338","Promoter (1-2kb)",-1311,1.44315518786725,-0.10828127784878,1
"Ctnna2","chr6-77978986-77980118","Promoter (<=1kb)",0,1.44188916599422,NA,NA
"Rhbdf2","chr11-116624020-116624391","Promoter (<=1kb)",0,1.44138985097186,NA,NA
"Dmtn","chr14-70628885-70629750","Promoter (<=1kb)",0,1.44085464749807,NA,NA
"A3galt2","chr4-128755063-128756379","Promoter (<=1kb)",0,1.4380202477847,NA,NA
"Tph1","chr7-46672085-46672631","Promoter (<=1kb)",0,1.43675422575725,NA,NA
"Isl2","chr9-55540824-55541300","Promoter (<=1kb)",0,1.43633354366999,NA,NA
"A330023F24Rik","chr1-195016583-195017451","Promoter (<=1kb)",0,1.43446911720865,NA,NA
"Nt5c2","chr19-46969686-46970902","Promoter (<=1kb)",-118,1.43388677029404,-0.000895648728559295,1
"Xpnpep1","chr19-53013726-53014133","Promoter (<=1kb)",-122,1.43215756431542,-0.134955761259286,0.308363193306836
"Rasa4","chr5-136093936-136095426","Promoter (<=1kb)",-164,1.43147130504518,0.156192232869352,2.32896147849356e-48
"Nr2e1","chr10-42581977-42582278","Promoter (1-2kb)",-1203,1.42980523040691,NA,NA
"Dixdc1","chr9-50738856-50739712","Promoter (<=1kb)",0,1.42945844670183,0.141051245575856,1.39656895247263e-08
"Dclk1","chr3-55352494-55352923","Promoter (1-2kb)",-1211,1.42896614977626,-0.558643609948198,1.77894540978028e-61
"Sh3tc1","chr5-35716915-35718317","Promoter (<=1kb)",-664,1.42893719507941,NA,NA
"Samd13","chr3-146681771-146683023","Promoter (<=1kb)",0,1.42863048975915,NA,NA
"Wwp2","chr8-107482951-107483644","Promoter (<=1kb)",0,1.4283954145051,0.325294481576996,7.3840723336157e-30
"A830082K12Rik","chr13-78201369-78201807","Promoter (<=1kb)",-177,1.42808602892955,0.296336264760949,1.25137319517619e-91
"4930431P22Rik","chr14-76760414-76760957","Promoter (<=1kb)",283,1.42762540080355,NA,NA
"Nrxn2","chr19-6427877-6428975","Promoter (<=1kb)",0,1.4249692487028,-0.25653245073507,5.05660083098469e-24
"Cpsf6","chr10-117364991-117365451","Promoter (1-2kb)",-1758,1.42402203663907,0.191065903058617,2.37396802156133e-06
"Yjefn3","chr8-69887313-69888187","Promoter (<=1kb)",0,1.42306241838668,NA,NA
"Neil2","chr14-63195079-63196122","Promoter (1-2kb)",-1223,1.42145540424191,NA,NA
"E430016F16Rik","chr7-78657740-78658539","Promoter (<=1kb)",0,1.42035058986919,NA,NA
"Mir5110","chr11-85760033-85761162","Promoter (<=1kb)",0,1.42026146964446,NA,NA
"Gm5532","chr1-155529113-155529748","Promoter (1-2kb)",-1970,1.41824461229828,NA,NA
"Pcp4l1","chr1-171195845-171196348","Promoter (<=1kb)",0,1.41770498496791,NA,NA
"Mfap3l","chr8-60631453-60631943","Promoter (<=1kb)",-884,1.4157951177387,-0.0704394504622644,1
"Syn3","chr10-86497965-86499366","Promoter (<=1kb)",0,1.41445689615772,0.17301840449394,4.02992357901267e-07
"Dab2ip","chr2-35691243-35691987","Promoter (<=1kb)",-7,1.41349308354331,-0.354851776385614,4.68113164205071e-22
"Cbs","chr17-31636841-31637452","Promoter (<=1kb)",0,1.41320925418264,NA,NA
"Arhgef17","chr7-100893903-100894941","Promoter (<=1kb)",0,1.41150585673321,0.0972091607692918,0.00295286103695319
"Sema3g","chr14-31217476-31218011","Promoter (<=1kb)",0,1.4107081304181,NA,NA
"Os9","chr10-127122807-127123026","Promoter (1-2kb)",-1676,1.41056921425755,0.102310203558245,0.00205907545307454
"Tnni2","chr7-142440555-142440872","Promoter (<=1kb)",-936,1.41043610461774,NA,NA
"Gcnt1","chr19-17356104-17356820","Promoter (<=1kb)",0,1.4100976006134,NA,NA
"Mark1","chr1-184998863-185000518","Promoter (<=1kb)",0,1.40984591045147,NA,NA
"Slain1","chr14-103649830-103651195","Promoter (<=1kb)",0,1.40930500087817,NA,NA
"Apc2","chr10-80298933-80299150","Promoter (<=1kb)",0,1.40839769674158,NA,NA
"Mexis","chr4-53263255-53264357","Promoter (<=1kb)",0,1.40536453564294,NA,NA
"Tcaf1","chr6-42709222-42710266","Promoter (<=1kb)",0,1.40312761893161,0.0315306334666967,1
"Irag1","chr7-110945695-110945950","Promoter (<=1kb)",237,1.40049152080613,NA,NA
"Gata6","chr18-11051938-11054406","Promoter (<=1kb)",0,1.39786079601581,NA,NA
"F11r","chr1-171437224-171437965","Promoter (<=1kb)",0,1.39700613538615,NA,NA
"Mt1","chr8-94178729-94180177","Promoter (<=1kb)",0,1.39695706266895,1.83534122851329,0
"Mbnl1","chr3-60593860-60594330","Promoter (1-2kb)",-1311,1.395325522808,0.0857227309468438,1
"Slc16a10","chr10-40141387-40142510","Promoter (<=1kb)",0,1.3952246699674,NA,NA
"Clint1","chr11-45881764-45882052","Promoter (<=1kb)",-345,1.39499262388413,0.00619199313987617,1
"Artn","chr4-117928233-117929682","Promoter (<=1kb)",0,1.394470815262,0.244279397963287,6.45788918327198e-117
"Foxd1","chr13-98353796-98356011","Promoter (<=1kb)",0,1.39253437491503,0.446909688883879,1.45891302889357e-154
"Thtpa","chr14-55053505-55055738","Promoter (<=1kb)",0,1.39251477062402,NA,NA
"Rapgef4","chr2-72053938-72054688","Promoter (<=1kb)",0,1.38781368864068,NA,NA
"Mir6353","chr1-84217818-84218932","Promoter (<=1kb)",29,1.38606369017241,NA,NA
"Srgap1","chr10-121822558-121823055","Promoter (<=1kb)",78,1.38536994898202,NA,NA
"Tmem140","chr6-34865463-34866189","Promoter (<=1kb)",-831,1.38395425755266,NA,NA
"Anxa11","chr14-25841747-25842849","Promoter (<=1kb)",0,1.38213836603271,0.202047128010994,1.48108747745818e-29
"Myo10","chr15-25752498-25753404","Promoter (<=1kb)",0,1.38158664319358,-0.369435360836475,5.23028644976635e-32
"Bloodlinc","chr11-102375325-102376793","Promoter (<=1kb)",227,1.38039035839392,NA,NA
"Diaph3","chr14-86748649-86749277","Promoter (<=1kb)",0,1.37917707504495,0.0848458998875914,1
"Nfyc","chr4-120817113-120817642","Promoter (1-2kb)",-1401,1.37915583710864,-0.0215044256492392,1
"Scrg1","chr8-57456350-57458120","Promoter (<=1kb)",427,1.37707469151666,NA,NA
"Hmox2","chr16-4756759-4757162","Promoter (<=1kb)",0,1.37583776469616,0.133954600919488,0.000134005144324653
"Snd1","chr6-28474049-28474657","Promoter (<=1kb)",-482,1.37516482329653,0.222253057127648,6.17404066542421e-12
"Gng2","chr14-19976315-19977457","Promoter (<=1kb)",0,1.37396307884882,0.503154339780255,6.39337684077608e-158
"Slc49a3","chr5-108448421-108449553","Promoter (<=1kb)",0,1.37384151198029,NA,NA
"Lrp6","chr6-134472904-134474081","Promoter (1-2kb)",-1611,1.37307335144348,0.0692810270475743,1
"8430436N08Rik","chr4-7559847-7560805","Promoter (<=1kb)",0,1.37113134420123,NA,NA
"Slc43a2","chr11-75565889-75566284","Promoter (<=1kb)",0,1.36959891848431,NA,NA
"Fign","chr2-64097136-64099011","Promoter (<=1kb)",0,1.36928521406124,0.259395374679286,1.82230585182e-74
"Fam13b","chr18-34450593-34451110","Promoter (<=1kb)",327,1.36877981214552,-0.0818846090816027,1
"Emsy","chr7-98615822-98616674","Promoter (<=1kb)",-284,1.3682573138313,0.010186202090521,1
"Runx1","chr16-92698521-92698867","Promoter (1-2kb)",-1193,1.36758218618138,-0.54577416705655,2.9101397800615e-70
"Fgf2","chr3-37347746-37349547","Promoter (<=1kb)",0,1.36756299738548,0.200573262808072,1.40637423742617e-49
"Eml1","chr12-108370441-108371313","Promoter (<=1kb)",0,1.36717858249767,0.585226856614139,9.4482200345783e-101
"Sorcs2","chr5-36367161-36367516","Promoter (1-2kb)",-1243,1.36450358925486,0.37402933025046,4.81372897996658e-118
"Cryl1","chr14-57397734-57399229","Promoter (<=1kb)",0,1.36441383172206,NA,NA
"Lgr6","chr1-135016624-135017641","Promoter (<=1kb)",138,1.36296907254665,NA,NA
"Smim5","chr11-115898980-115899279","Promoter (<=1kb)",-687,1.36292325522757,NA,NA
"Tfcp2l1","chr1-118627528-118628466","Promoter (<=1kb)",0,1.36269695162352,NA,NA
"Supt6","chr11-78247881-78248102","Promoter (1-2kb)",-1894,1.35944764294345,-0.14382124475016,0.00900154588046726
"Olig1","chr16-91269464-91270731","Promoter (<=1kb)",0,1.35764978527852,NA,NA
"Ston2","chr12-91780482-91780857","Promoter (1-2kb)",-1345,1.35746601938337,NA,NA
"Ccdc69","chr11-55076919-55078184","Promoter (<=1kb)",0,1.35698337580371,NA,NA
"Col15a1","chr4-47303259-47303931","Promoter (<=1kb)",0,1.35451289454219,NA,NA
"Aopep","chr13-63272133-63273136","Promoter (<=1kb)",0,1.35355312933319,0.238637841202885,1
"Fads3","chr19-10041246-10043116","Promoter (<=1kb)",0,1.35269172450663,0.593765929807084,7.6118373196877e-240
"Car12","chr9-66713126-66713882","Promoter (<=1kb)",0,1.35201346865857,NA,NA
"Tram1l1","chr3-124320389-124321868","Promoter (<=1kb)",0,1.35190801842474,NA,NA
"Terc","chr3-96414114-96415122","Promoter (<=1kb)",0,1.35109553165232,NA,NA
"Filip1","chr9-79977430-79978580","Promoter (<=1kb)",0,1.3494923278599,-0.0994164918228884,1
"Asic3","chr5-24415918-24416677","Promoter (<=1kb)",0,1.34910754041015,NA,NA
"Flywch2","chr17-23785825-23786311","Promoter (<=1kb)",0,1.34899091550058,NA,NA
"Dennd2a","chr6-39472175-39472660","Promoter (1-2kb)",-1851,1.34642988695724,0.0223493120161383,1
"Synj2","chr17-5987130-5987730","Promoter (<=1kb)",-256,1.34611099311632,0.0362501374888875,1
"Mrgprd","chr7-145312968-145313293","Promoter (1-2kb)",-1542,1.34561547341921,NA,NA
"Hck","chr2-153107994-153109137","Promoter (<=1kb)",0,1.34399564131356,0.278650637955982,5.81654663332635e-66
"Patj","chr4-98436705-98437337","Promoter (<=1kb)",0,1.34374860985684,NA,NA
"Zfp516","chr18-82909616-82910001","Promoter (<=1kb)",-662,1.343638253951,0.104780762954224,0.001078023578762
"Smco2","chr6-146848214-146848751","Promoter (1-2kb)",-1353,1.34200280253536,NA,NA
"Aig1","chr10-13860966-13862025","Promoter (<=1kb)",0,1.34064436648637,0.437592262931048,4.35096547586748e-62
"Smim38","chr7-145205654-145206911","Promoter (<=1kb)",271,1.33936458219095,NA,NA
"1700012B09Rik","chr9-14770667-14771409","Promoter (<=1kb)",0,1.3386433803857,NA,NA
"Slc44a3","chr3-121532022-121532586","Promoter (<=1kb)",0,1.3369206944393,NA,NA
"Gata2","chr6-88193556-88194030","Promoter (<=1kb)",0,1.33524248326506,NA,NA
"Dhx37","chr5-125425709-125427335","Promoter (<=1kb)",0,1.33428896389572,NA,NA
"Nup153","chr13-46715708-46716471","Promoter (<=1kb)",0,1.3340316600633,-0.0683012610007437,1
"Rab44","chr17-29134110-29134826","Promoter (<=1kb)",-230,1.3329640158286,NA,NA
"Chmp4c","chr3-10366413-10367387","Promoter (<=1kb)",0,1.33285060518622,0.212190318313644,2.25099904994462e-47
"St6galnac6","chr2-32597571-32598321","Promoter (1-2kb)",-1388,1.33267080534157,-0.0472802088497958,1
"Perp","chr10-18844418-18845505","Promoter (<=1kb)",0,1.33246918061689,0.227120724740278,9.61072724849012e-58
"Gm15050","chr6-52172315-52172807","Promoter (<=1kb)",-74,1.3303257208984,NA,NA
"Dkkl1","chr7-45211850-45212259","Promoter (<=1kb)",0,1.3286566701825,NA,NA
"Scfd2","chr5-74478697-74479374","Promoter (<=1kb)",0,1.32784650917895,0.0716456282500172,1
"Gm4632","chr14-79199911-79200479","Promoter (<=1kb)",-721,1.32626621033691,NA,NA
"Rsad1","chr11-94550250-94550875","Promoter (<=1kb)",-995,1.32542338883212,NA,NA
"Fbxw10","chr11-62846920-62847173","Promoter (<=1kb)",0,1.32526920766336,NA,NA
"Snx32","chr19-5509739-5511048","Promoter (<=1kb)",0,1.32407699162401,NA,NA
"Mir6346","chr1-118954519-118955410","Promoter (<=1kb)",299,1.32241229688358,NA,NA
"Wbp1l","chr19-46623861-46624498","Promoter (<=1kb)",460,1.32197981882592,-0.0338122122253874,1
"Prr19","chr7-25301032-25301332","Promoter (<=1kb)",-79,1.32160533403253,NA,NA
"Ndnf","chr6-65670992-65673103","Promoter (<=1kb)",0,1.32075453550379,NA,NA
"Pld2","chr11-70539670-70540931","Promoter (<=1kb)",0,1.32074452892646,NA,NA
"Siva1","chr12-112648105-112648721","Promoter (<=1kb)",354,1.32029379648389,0.514889704863599,4.41319070764574e-74
"Prodh","chr16-18088660-18089727","Promoter (<=1kb)",0,1.31863225496713,NA,NA
"Ror2","chr13-53284784-53286367","Promoter (<=1kb)",0,1.31584861470378,NA,NA
"Igf2bp1","chr11-96004602-96006243","Promoter (<=1kb)",0,1.31546664549373,0.044161126760033,1
"Rasl11a","chr5-146846209-146846820","Promoter (<=1kb)",444,1.31503585281036,NA,NA
"Ssbp3","chr4-106921364-106922683","Promoter (<=1kb)",-502,1.31136491521415,-0.0212829209464535,1
"Sdr39u1","chr14-55899419-55900406","Promoter (<=1kb)",0,1.31008223074448,NA,NA
"2200002J24Rik","chr7-30698364-30699420","Promoter (<=1kb)",0,1.30923703012094,NA,NA
"St6galnac2","chr11-116681916-116682544","Promoter (<=1kb)",-626,1.30903127732603,NA,NA
"Ppfibp2","chr7-107594256-107595366","Promoter (<=1kb)",0,1.30759767819264,NA,NA
"4930449E18Rik","chr19-57272710-57273772","Promoter (<=1kb)",-188,1.30655948457143,NA,NA
"Snhg14","chr7-60003576-60005261","Promoter (<=1kb)",0,1.30405957839301,0.104358880627909,3.1817338055137e-09
"Oaf","chr9-43238596-43240258","Promoter (<=1kb)",0,1.30379736747721,0.34424178895627,3.46964628649669e-92
"Ssu2","chr6-112378733-112379523","Promoter (1-2kb)",-1006,1.30377771103101,NA,NA
"Arhgef19","chr4-141239135-141239701","Promoter (<=1kb)",0,1.30353595863181,0.157154583724436,6.72880111020422e-34
"Hoxaas3","chr6-52175285-52176107","Promoter (<=1kb)",50,1.30075738375043,NA,NA
"Kcnab1","chr3-65186960-65189091","Promoter (<=1kb)",0,1.30043319019806,NA,NA
"Npas2","chr1-39192754-39193177","Promoter (<=1kb)",-554,1.30030343646298,NA,NA
"Loxl3","chr6-83038490-83038938","Promoter (<=1kb)",90,1.29897188054955,0.411068855507201,6.34329516567e-51
"Niban3","chr8-71602147-71603258","Promoter (<=1kb)",0,1.29794401375858,NA,NA
"Fermt2","chr14-45477617-45478057","Promoter (<=1kb)",0,1.29735446273445,-0.063055226072622,1
"Fdft1","chr14-63164214-63165995","Promoter (<=1kb)",0,1.29135925097659,0.462760794641339,1.91853980066965e-73
"Best2","chr8-85013188-85013709","Promoter (<=1kb)",0,1.28866239360136,NA,NA
"Tmem98","chr11-80809683-80810934","Promoter (<=1kb)",0,1.28815799273274,NA,NA
"Dlat","chr9-50650005-50650852","Promoter (<=1kb)",-110,1.2878879380454,-0.0629609044555591,1
"5830416I19Rik","chr5-64043938-64044350","Promoter (<=1kb)",-628,1.28580177387017,NA,NA
"Coa3","chr11-101277402-101279150","Promoter (<=1kb)",0,1.28518502190764,0.349907396684182,4.76787175508386e-38
"Cpne7","chr8-123126090-123126490","Promoter (<=1kb)",-27,1.28336591929382,NA,NA
"Kcp","chr6-29507018-29508106","Promoter (<=1kb)",0,1.28206849791808,NA,NA
"Gm13133","chr4-154549416-154550881","Promoter (<=1kb)",0,1.28115450219303,NA,NA
"Mir6917","chr10-128583553-128584135","Promoter (<=1kb)",362,1.28107830764384,NA,NA
"Slc1a3","chr15-8644002-8645142","Promoter (<=1kb)",-755,1.27902948984394,NA,NA
"Gldc","chr19-30174690-30175671","Promoter (<=1kb)",0,1.27834209009125,NA,NA
"Gprc5c","chr11-114850429-114852568","Promoter (<=1kb)",0,1.2782565404891,NA,NA
"Slco2a1","chr9-103007689-103008832","Promoter (<=1kb)",0,1.2781506026758,NA,NA
"Irag2","chr6-145120604-145121031","Promoter (<=1kb)",-708,1.2775931554868,NA,NA
"Scrt1","chr15-76522847-76523829","Promoter (<=1kb)",-348,1.27749376641441,NA,NA
"Sorl1","chr9-41973908-41975019","Promoter (<=1kb)",0,1.2764524443935,-0.103420051035573,0.00122837787729583
"Helz","chr11-107546036-107546369","Promoter (1-2kb)",-1561,1.27531190850885,0.236648540847889,8.32428393074681e-24
"Magi1","chr6-93911932-93913885","Promoter (<=1kb)",0,1.27395541225693,-0.165572578229366,0.425281487773414
"Fbxo34","chr14-47474489-47474864","Promoter (<=1kb)",312,1.27377560198166,-0.0461635341386682,1
"Ccdc137","chr11-120459024-120459478","Promoter (<=1kb)",-323,1.27273851731036,0.0273865437229765,1
"Gm12339","chr11-75794933-75796225","Promoter (<=1kb)",0,1.27249786731336,NA,NA
"Por","chr5-135669438-135670300","Promoter (<=1kb)",0,1.27217117483467,0.365790735011109,1.49476648159421e-42
"Akap13","chr7-75643865-75644160","Promoter (<=1kb)",-25,1.27162315170321,0.288899448076293,1.35377968803585e-14
"Serpinb1a","chr13-32850728-32851330","Promoter (<=1kb)",0,1.27046420408762,NA,NA
"Snap47","chr11-59449128-59449463","Promoter (<=1kb)",450,1.26949363458069,0.0688582510117687,0.848258541618725
"Gli1","chr10-127340628-127340836","Promoter (<=1kb)",-669,1.26553488456122,NA,NA
"Gm20556","chr15-84719893-84720711","Promoter (<=1kb)",0,1.26499431807845,NA,NA
"4930522O17Rik","chr4-53245328-53246821","Promoter (<=1kb)",0,1.26438801141617,NA,NA
"Cyp1a1","chr9-57696391-57697191","Promoter (<=1kb)",-422,1.26377351282257,NA,NA
"Ppp1r3c","chr19-36736196-36737339","Promoter (<=1kb)",0,1.26343820299024,NA,NA
"Zfp286","chr11-62788594-62789734","Promoter (<=1kb)",0,1.26192590872745,NA,NA
"Dnajc7","chr11-100613138-100613494","Promoter (<=1kb)",0,1.2614566965143,0.192593463683275,5.91884254768206e-11
"Dhx32","chr7-133781737-133783397","Promoter (<=1kb)",0,1.26102241531285,-0.0835123221852219,1
"Uggt2","chr14-119006867-119007961","Promoter (<=1kb)",0,1.26081394892833,0.201128274793525,2.60582233002732e-12
"Kcnh2","chr5-24329006-24329858","Promoter (<=1kb)",0,1.25983475938771,NA,NA
"Map2k3","chr11-60941155-60941682","Promoter (<=1kb)",-198,1.25965831889715,0.0883549225524096,1
"Aoc3","chr11-101328461-101329599","Promoter (1-2kb)",-1006,1.25870522246938,NA,NA
"Gch1","chr14-47188173-47189775","Promoter (<=1kb)",0,1.25752603479427,NA,NA
"Mlkl","chr8-111336800-111338650","Promoter (<=1kb)",0,1.25640326735368,NA,NA
"Tcf3","chr10-80423613-80423840","Promoter (1-2kb)",-1753,1.2561487923571,0.22820910355786,5.88636081360038e-15
"Mgat1","chr11-49245254-49245462","Promoter (<=1kb)",23,1.25462661079576,-0.00306256528235499,1
"Csrp2","chr10-110931253-110932143","Promoter (<=1kb)",0,1.25349027038746,0.878843618436317,3.74529214508659e-163
"Ptpdc1","chr13-48593021-48593520","Promoter (<=1kb)",0,1.25169900672877,NA,NA
"Nin","chr12-70050558-70051046","Promoter (<=1kb)",238,1.25115360409516,0.0626964019104316,1
"Foxl1","chr8-121124578-121126141","Promoter (1-2kb)",-1799,1.2508965796217,NA,NA
"5830408C22Rik","chr8-25101475-25102398","Promoter (<=1kb)",0,1.24986149434572,NA,NA
"Rnf181","chr6-72361138-72361745","Promoter (<=1kb)",0,1.24921737331301,0.277877111185105,7.98830303162632e-43
"Cideb","chr14-55758204-55758814","Promoter (<=1kb)",0,1.24917806916754,NA,NA
"2810433D01Rik","chr11-102623875-102624605","Promoter (<=1kb)",0,1.2482242161767,NA,NA
"Alcam","chr16-52296428-52296850","Promoter (<=1kb)",74,1.24798456878451,-0.207997373237862,9.65479180674285e-07
"4921513I03Rik","chr10-120765019-120765718","Promoter (<=1kb)",-14,1.24748437724161,NA,NA
"Samd4","chr14-46998921-46999969","Promoter (1-2kb)",-1346,1.24619181621218,0.391315577934646,1.05004369519727e-36
"Tnip1","chr11-54921684-54922116","Promoter (<=1kb)",-609,1.24465259260376,0.0343218239966389,1
"Lpl","chr8-68880483-68881905","Promoter (<=1kb)",0,1.24428583132248,NA,NA
"Clu","chr14-65968009-65969115","Promoter (<=1kb)",0,1.24393185452048,0.180783287894661,1
"Sfrp2","chr3-83765390-83766783","Promoter (<=1kb)",0,1.24348275495052,NA,NA
"Sgk3","chr1-9847706-9848810","Promoter (<=1kb)",0,1.24332579385217,NA,NA
"Adk","chr14-21368311-21369550","Promoter (<=1kb)",0,1.24326808775427,0.197743152888819,1.20180714501369e-06
"Kcns3","chr12-11149309-11150589","Promoter (<=1kb)",0,1.24220985844578,NA,NA
"2610028H24Rik","chr10-76447557-76448154","Promoter (<=1kb)",-927,1.24030589999249,NA,NA
"Pik3c2g","chr6-139735862-139736634","Promoter (<=1kb)",-261,1.23755077237789,NA,NA
"Hdac9","chr12-34906101-34907773","Promoter (<=1kb)",0,1.23689535804003,0.133945365045695,1
"Pfkfb4","chr9-109008777-109009914","Promoter (1-2kb)",-1272,1.23643995095252,NA,NA
"Hoxa5","chr6-52203609-52204739","Promoter (<=1kb)",0,1.23545407015009,NA,NA
"Ltb4r2","chr14-55759762-55760493","Promoter (<=1kb)",-935,1.23501308372879,NA,NA
"Arap1","chr7-101361760-101362159","Promoter (<=1kb)",0,1.23481934667726,NA,NA
"5730522E02Rik","chr11-26209540-26211132","Promoter (<=1kb)",0,1.23353865066689,NA,NA
"Serpine2","chr1-79822832-79824714","Promoter (1-2kb)",-1510,1.23326488253211,NA,NA
"Slc30a6","chr17-74402121-74402909","Promoter (<=1kb)",209,1.23260775303551,-0.0228338864108236,1
"Usp15","chr10-123147043-123147550","Promoter (<=1kb)",0,1.2318996600435,0.301535122823255,1.00694018386879e-23
"Inava","chr1-136227865-136229372","Promoter (<=1kb)",-203,1.23170956687342,NA,NA
"Slc7a7","chr14-54412838-54413089","Promoter (<=1kb)",-645,1.23007752857259,NA,NA
"Gal3st4","chr5-138272072-138273004","Promoter (<=1kb)",0,1.2298483936481,NA,NA
"Akap1","chr11-88851141-88851601","Promoter (<=1kb)",0,1.22786012188031,0.0700445006139798,0.000722160166085465
"Adamts12","chr15-11063978-11065845","Promoter (<=1kb)",0,1.22753129074945,NA,NA
"Ptprd","chr4-76448707-76450561","Promoter (<=1kb)",0,1.226197341814,0.0899937331899391,2.04025529745836e-06
"Ptprr","chr10-116175009-116176077","Promoter (1-2kb)",-1181,1.22408431723106,NA,NA
"Ccdc122","chr14-77035889-77037076","Promoter (<=1kb)",0,1.22343502489312,NA,NA
"Shisa3","chr5-67607018-67608720","Promoter (<=1kb)",0,1.22242129919068,NA,NA
"Cyp2j9","chr4-96590995-96592123","Promoter (<=1kb)",0,1.22136435437319,NA,NA
"Slc26a10","chr10-127177474-127178178","Promoter (<=1kb)",-485,1.21796043256478,NA,NA
"Zmiz1","chr14-25606543-25608407","Promoter (<=1kb)",0,1.21732523935266,0.283862209504718,1.23363047059228e-15
"Fabp3","chr4-130308260-130309178","Promoter (<=1kb)",0,1.21554512009421,NA,NA
"Tspan14","chr14-40935450-40936349","Promoter (1-2kb)",-1129,1.214922681783,0.196570334773956,2.65166918081626e-30
"Cd59b","chr2-104069549-104070153","Promoter (<=1kb)",0,1.21481750321723,NA,NA
"Pacsin3","chr2-91256367-91258342","Promoter (<=1kb)",0,1.21449910079559,0.190479590710002,1.63262754810311e-38
"Atp6v1e2","chr17-86947747-86948312","Promoter (<=1kb)",0,1.21373330835382,NA,NA
"Celsr1","chr15-85921222-85922103","Promoter (<=1kb)",319,1.21223919464823,NA,NA
