Chromosome	Start	End	Center	Experiment Insertions	Background insertions	Reference Insertions	pvalue Reference	pvalue Background	Fraction Experiment	TPH Experiment	Fraction background	TPH background	TPH background subtracted	pvalue_adj Reference	Nearest Refseq1	Gene Name1	Direction1	Distance1	Nearest Refseq2	Gene Name2	Direction2	Distance2
chr4	126255689	126256092	126255889.0	11	1	1	1.2656542480726783e-14	2.61736535778212e-08	5.267924231924674e-06	526.7924231924675	5.241246724875953e-07	52.412467248759526	474.379955943708	1.5378025644506473e-11	NM_001347198	Map7d1	-	0	NM_013718	Trappc3	+	6313
chr4	126320919	126321322	126321119.0	9	1	3	6.860043721967912e-08	2.427052152143005e-06	4.310119826120188e-06	431.0119826120188	5.241246724875953e-07	52.412467248759526	378.5995153632593	3.958510318803195e-05	NM_133883	Adprhl2	-	0	NM_011902	Tekt2	-	799
chr4	127325007	127325463	127325233.5	10	1	2	4.333200465111986e-13	2.427052152143005e-06	4.789022029022432e-06	478.9022029022431	5.241246724875953e-07	52.412467248759526	426.4897356534836	4.564433163302063e-10	NM_001160012	Gjb3	-	0	NM_008120	Gja4	-	-10969
chr4	127349948	127350351	127350148.0	5	0	1	1.9550828866954362e-07	7.667801682487152e-08	2.394511014511216e-06	239.4511014511216	0.0	0.0	239.4511014511216	0.0001057399325428	NM_008127	Gjb4	-	735	NM_010291	Gjb5	-	4458
chr4	128980761	128981304	128981101.0	17	6	3	1.9984014443252818e-15	0.0041795952979509	8.141337449338133e-06	814.1337449338133	3.144748034925572e-06	314.4748034925572	499.65894144125616	2.616795563506986e-12	NM_001033966	Ak2	+	11920	NM_001301841	Azin2	-	-18307
chr4	129055057	129055460	129055257.0	7	0	1	4.92944276508922e-08	1.2748987421318247e-09	3.352315420315702e-06	335.2315420315702	0.0	0.0	335.2315420315702	2.9040874175680797e-05	NM_029219	Rnf19b	+	2811	NR_138540	Ak2	+	-43529
chr4	129263618	129264021	129263818.0	25	7	1	0.0	5.371726661207443e-05	1.1972555072556078e-05	1197.255507255608	3.668872707413167e-06	366.8872707413167	830.3682365142912	0.0	NM_001285867	C77080	-	-2215	NM_001033189	C77080	-	-15176
chr4	129286924	129287327	129287124.0	12	4	3	3.0477603774059503e-09	0.0095402682407025	5.746826434826917e-06	574.6826434826918	2.096498689950381e-06	209.6498689950381	365.0327744876537	2.1052516561966124e-06	NM_023485	Sync	+	270	NM_009030	Rbbp4	-	19749
chr4	129287501	129287904	129287701.0	32	14	3	0.0	0.0028584927510295	1.532487049287178e-05	1532.487049287178	7.337745414826334e-06	733.7745414826334	798.7125078045447	0.0	NM_023485	Sync	+	0	NM_009030	Rbbp4	-	18891
chr4	129377740	129378143	129377940.0	37	2	6	0.0	0.0	1.7719381507382994e-05	1771.9381507382996	1.0482493449751903e-06	104.82493449751904	1667.1132162407805	0.0	NM_028603	Zbtb8a	-	0	NM_025970	Zbtb8os	+	-30712
chr4	129702475	129702878	129702675.0	28	8	2	0.0	3.99794987318014e-05	1.3409261681262808e-05	1340.9261681262808	4.192997379900762e-06	419.2997379900762	921.6264301362046	0.0	NR_045036	Khdrbs1	-	43	NM_199305	Tmem39b	-	-5638
chr4	129855078	129855481	129855278.0	19	8	2	0.0	0.0091739009148389	9.09914185514262e-06	909.914185514262	4.192997379900762e-06	419.2997379900762	490.6144475241857	0.0	NM_008974	Ptp4a2	+	-5076	NR_045190	E330017L17Rik	+	50745
chr4	130023466	130023989	130023786.0	22	5	3	0.0	7.047848476382512e-06	1.0535848463849348e-05	1053.584846384935	2.6206233624379764e-06	262.06233624379763	791.5225101411373	0.0	NM_001290714	Adgrb2	+	-760	NM_028266	Col16a1	+	23851
chr4	130664127	130664745	130664534.0	19	7	5	0.0	0.0297300199055072	9.09914185514262e-06	909.914185514262	3.668872707413167e-06	366.8872707413167	543.0269147729452	0.0	NM_001159604	Pum1	+	0	NR_028565	Snord85	+	84893
chr4	132210839	132211242	132211039.0	9	3	3	5.59009760037199e-07	0.0046832316286579	4.310119826120188e-06	431.0119826120188	1.5723740174627858e-06	157.23740174627858	273.77458086574023	0.0002823043861415	NM_145393	Ythdf2	-	0	NR_036572	Rps15a-ps4	-	8651
chr4	132269691	132269906	132269703.0	40	21	7	0.0	0.0010801621478065	1.915608811608973e-05	1915.6088116089725	1.10066181222395e-05	1100.6618122239502	814.9469993850223	0.0	NR_002865	Rnu11	-	173	NM_025579	Taf12	+	4469
chr4	132329474	132329877	132329674.0	27	15	2	0.0	0.0120200107967474	1.2930359478360565e-05	1293.0359478360565	7.86187008731393e-06	786.1870087313929	506.8489391046636	0.0	NM_027925	Trnau1ap	-	0	NM_001197082	Rcc1	-	2042
chr4	134128166	134128569	134128366.0	13	1	1	4.440892098500626e-16	2.381163932696495e-09	6.225728637729161e-06	622.5728637729161	5.241246724875953e-07	52.412467248759526	570.1603965241566	6.137433175173423e-13	NM_080559	Sh3bgrl3	-	0	NM_144527	Cep85	-	1289
chr4	134535583	134536132	134535846.0	11	5	3	6.192768298163287e-09	0.0356013376959445	5.267924231924674e-06	526.7924231924675	2.6206233624379764e-06	262.06233624379763	264.73008694866985	4.100340386442929e-06	NM_029759	Mtfr1l	-	-197	NM_001256112	Mtfr1l	-	-316
chr4	134854177	134854580	134854377.0	15	5	1	0.0	0.0023871755677274	7.183533043533647e-06	718.3533043533647	2.6206233624379764e-06	262.06233624379763	456.2909681095671	0.0	NM_025382	Tmem57	-	-833	NM_011270	Rhd	+	9956
chr4	134915022	134915599	134915222.0	9	3	2	6.825073932681391e-07	0.0142125126220435	4.310119826120188e-06	431.0119826120188	1.5723740174627858e-06	157.23740174627858	273.77458086574023	0.0003403667891173	NM_027935	Tmem50a	-	-107	NM_023665	Rsrp1	+	8026
chr4	135301939	135302596	135302307.0	39	24	4	0.0	0.0488429795456581	1.867718591318748e-05	1867.718591318748	1.2578992139702288e-05	1257.8992139702286	609.8193773485195	0.0	NM_016799	Srrm1	-	17888	NM_013885	Clic4	-	-29180
chr4	135856691	135857208	135857005.0	45	26	3	0.0	0.002527144416564	2.155059913060094e-05	2155.059913060094	1.3627241484677478e-05	1362.7241484677477	792.3357645923463	0.0	NM_001284196	Srsf10	+	0	NM_026383	Pnrc2	-	13718
chr4	136518091	136518494	136518291.0	17	7	2	1.1102230246251563e-16	0.0027571194772924	8.141337449338133e-06	814.1337449338133	3.668872707413167e-06	366.8872707413167	447.24647419249663	1.597672112132178e-13	NM_024452	Luzp1	+	0	NM_001347221	Kdm1a	-	32039
chr4	138972358	138972825	138972635.0	15	3	3	0.0	9.665392903235316e-05	7.183533043533647e-06	718.3533043533647	1.5723740174627858e-06	157.23740174627858	561.1159026070861	0.0	NM_001305423	Tmco4	+	0	NM_029857	Tmco4	+	67
chr4	139535094	139535497	139535294.0	11	2	1	5.440092820663267e-15	0.000337305843837	5.267924231924674e-06	526.7924231924675	1.0482493449751903e-06	104.82493449751904	421.9674886949484	6.848454177526876e-12	NM_183148	Iffo2	+	0	NM_001205173	Iffo2	+	39223
chr4	139580505	139580908	139580705.0	5	1	1	1.6994468855502376e-06	0.0054352934612392	2.394511014511216e-06	239.4511014511216	5.241246724875953e-07	52.412467248759526	187.03863420236203	0.0007955308521654	NM_183148	Iffo2	+	0	NM_175438	Aldh4a1	+	41986
chr4	140699828	140700048	140699845.0	32	18	2	0.0	0.0110215443126709	1.532487049287178e-05	1532.487049287178	9.434244104776716e-06	943.4244104776716	589.0626388095066	0.0	NM_173867	Rcc2	+	1425	NM_153106	Padi6	-	27307
chr4	141273118	141273322	141273318.0	25	13	2	0.0	0.0152084982102083	1.1972555072556078e-05	1197.255507255608	6.813620742338739e-06	681.3620742338738	515.893433021734	0.0	NM_172520	Arhgef19	+	-15557	NM_010139	Epha2	+	27700
chr4	141425196	141425599	141425396.0	24	9	2	0.0	0.0005048214653541	1.1493652869653836e-05	1149.3652869653836	4.717122052388358e-06	471.7122052388357	677.6530817265478	0.0	NM_013868	Hspb7	+	0	NM_001033374	Gm694	-	7073
chr4	141426183	141426586	141426383.0	23	5	2	0.0	1.1185052040119105e-07	1.1014750666751591e-05	1101.4750666751593	2.6206233624379764e-06	262.06233624379763	839.4127304313616	0.0	NM_013868	Hspb7	+	-874	NM_001033374	Gm694	-	6086
chr4	141794344	141794747	141794544.0	14	1	2	3.5849101465146305e-13	2.0018564583779155e-10	6.704630840631404e-06	670.4630840631404	5.241246724875953e-07	52.412467248759526	618.0506168143809	3.8104482956281676e-10	NM_001277932	Casp9	+	0	NM_172338	Dnajc16	-	-3701
chr4	143209336	143209859	143209536.0	15	4	3	0.0	2.632916918676731e-05	7.183533043533647e-06	718.3533043533647	2.096498689950381e-06	209.6498689950381	508.7034353583266	0.0	NM_001081355	Prdm2	-	0	NM_010329	Pdpn	-	57550
chr4	143211284	143211929	143211627.0	15	8	4	0.0	0.0190137937504718	7.183533043533647e-06	718.3533043533647	4.192997379900762e-06	419.2997379900762	299.0535663632885	0.0	NM_001081355	Prdm2	-	0	NM_010329	Pdpn	-	55480
chr4	143389428	143389831	143389628.0	8	1	3	1.526877513313707e-10	2.0123945261962817e-05	3.831217623217945e-06	383.1217623217945	5.241246724875953e-07	52.412467248759526	330.709295073035	1.2367061465479077e-07	NM_031377	Pramel1	+	4610	NM_001162983	Lrrc38	+	-18401
chr4	147936766	147937169	147936966.0	20	2	3	0.0	9.5426455626324e-10	9.578044058044865e-06	957.8044058044862	1.0482493449751903e-06	104.82493449751904	852.9794713069672	0.0	NM_011122	Plod1	-	0	NM_029841	2510039O18Rik	+	3654
chr4	149690384	149690492	149690584.0	8	2	1	1.9763614078627256e-09	0.0204490800896333	3.831217623217945e-06	383.1217623217945	1.0482493449751903e-06	104.82493449751904	278.29682782427545	1.402089867470521e-06	NM_008840	Pik3cd	-	0	NM_001164051	Pik3cd	-	-14296
chr4	149775929	149776006	149775803.0	10	3	2	6.391257190152544e-09	0.0142125126220435	4.789022029022432e-06	478.9022029022431	1.5723740174627858e-06	157.23740174627858	321.66480115596454	4.223642921115557e-06	NM_027460	Slc25a33	-	-1337	NM_001284270	Tmem201	-	-37536
chr4	150282137	150282648	150282445.0	18	8	3	1.1102230246251563e-16	0.0190137937504718	8.620239652240376e-06	862.0239652240376	4.192997379900762e-06	419.2997379900762	442.7242272339614	1.597672112132178e-13	NM_001085492	Rere	+	0	NM_023119	Eno1	+	-33265
chr4	150908893	150909147	150909093.0	7	3	2	9.855876359488036e-07	0.0388042055082002	3.352315420315702e-06	335.2315420315702	1.5723740174627858e-06	157.23740174627858	177.99414028529162	0.0004789261232761	NM_020569	Park7	-	0	NM_001077508	Tnfrsf9	+	10859
chr4	150909304	150909707	150909504.0	12	3	1	1.1102230246251563e-15	0.0003834082826424	5.746826434826917e-06	574.6826434826918	1.5723740174627858e-06	157.23740174627858	417.4452417364132	1.486992347436585e-12	NM_020569	Park7	-	0	NM_001077508	Tnfrsf9	+	10448
chr4	150914121	150914524	150914321.0	13	6	1	0.0	0.0224401821818769	6.225728637729161e-06	622.5728637729161	3.144748034925572e-06	314.4748034925572	308.09806028035894	0.0	NM_020569	Park7	-	-4201	NM_001077508	Tnfrsf9	+	5631
chr4	151862396	151862799	151862596.0	21	6	1	0.0	0.0041795952979509	1.0056946260947106e-05	1005.6946260947104	3.144748034925572e-06	314.4748034925572	691.2198226021534	0.0	NM_001081557	Camta1	-	-629	NM_172704	Dnajc11	+	70921
chr4	152070591	152070994	152070791.0	7	0	1	7.760964093606049e-10	7.667801682487152e-08	3.352315420315702e-06	335.2315420315702	0.0	0.0	335.2315420315702	5.787523915640901e-07	NM_028727	Nol9	+	-9098	NR_131076	Nol9	+	-10554
chr4	154390463	154390866	154390396.0	37	23	4	0.0	0.0125138184946335	1.7719381507382994e-05	1771.9381507382996	1.2054867467214692e-05	1205.4867467214692	566.4514040168303	0.0	NM_001177995	Prdm16	-	0	NM_001112744	Arhgef16	-	-90302
chr4	154419836	154420239	154420036.0	7	3	1	1.2675445626442186e-07	0.0388042055082002	3.352315420315702e-06	335.2315420315702	1.5723740174627858e-06	157.23740174627858	177.99414028529162	7.047780556506093e-05	NM_001177995	Prdm16	-	0	NM_001112744	Arhgef16	-	-119942
chr4	154425267	154425670	154425467.0	30	14	2	0.0	0.000705692352687	1.4367066087067296e-05	1436.7066087067294	7.337745414826334e-06	733.7745414826334	702.932067224096	0.0	NM_001177995	Prdm16	-	0	NM_001112744	Arhgef16	-	-125373
chr4	155178536	155179079	155178876.0	26	13	3	0.0	0.0454482810159828	1.245145727545832e-05	1245.1457275458322	6.813620742338739e-06	681.3620742338738	563.7836533119583	0.0	NM_011385	Ski	-	0	NM_001081100	Morn1	+	-33030
chr4	155409093	155409496	155409293.0	9	2	2	1.577453867529499e-08	0.0014860291235153	4.310119826120188e-06	431.0119826120188	1.0482493449751903e-06	104.82493449751904	326.18704811449976	9.934843763329214e-06	NR_102284	5830444B04Rik	-	0	NM_008072	Gabrd	-	-11002
chr4	155571285	155571697	155571485.0	29	15	3	0.0	0.0208283572499508	1.3888163884165051e-05	1388.816388416505	7.86187008731393e-06	786.1870087313929	602.6293796851122	0.0	NM_138671	Nadk	+	0	NM_001160017	Gnb1	+	-12017
chr4	155668559	155668696	155668396.0	14	6	2	2.220446049250313e-15	0.0224401821818769	6.704630840631404e-06	670.4630840631404	3.144748034925572e-06	314.4748034925572	355.98828057058324	2.897909292919995e-12	NM_145124	Mib2	-	0	NM_011985	Mmp23	-	-14813
chr4	155837172	155837575	155837372.0	55	34	4	0.0	0.0207660475769235	2.633962115962337e-05	2633.962115962337	1.782023886457824e-05	1782.023886457824	851.9382295045132	0.0	NM_024263	Mxra8	+	2105	NM_025338	Aurkaip1	+	-3846
chr5	3341821	3342366	3342163.0	59	39	3	0.0	0.0277128491214282	2.8255229971232344e-05	2825.5229971232343	2.0440862227016216e-05	2044.0862227016216	781.4367744216127	0.0	NM_009873	Cdk6	+	1527	NM_001042501	Fam133b	+	201467
chr5	4103360	4103840	4103637.0	14	8	7	1.6218137943724289e-12	0.0372358175201624	6.704630840631404e-06	670.4630840631404	4.192997379900762e-06	419.2997379900762	251.1633460730642	1.611618449873919e-09	NM_020010	Cyp51	-	0	NM_194462	Akap9	+	-22983
chr5	4105532	4105951	4105748.0	12	3	2	6.661338147750939e-16	9.665392903235316e-05	5.746826434826917e-06	574.6826434826918	1.5723740174627858e-06	157.23740174627858	417.4452417364132	9.092127595770289e-13	NM_020010	Cyp51	-	-836	NM_194462	Akap9	+	-25329
chr5	4993190	4993593	4993390.0	11	2	2	2.6826318944017657e-12	1.2982971207886608e-05	5.267924231924674e-06	526.7924231924675	1.0482493449751903e-06	104.82493449751904	421.9674886949484	2.6106822097991407e-09	NM_001310448	Cdk14	-	0	NM_021457	Fzd1	-	-234975
chr5	5274422	5274886	5274622.0	12	3	4	8.811213980663978e-10	9.665392903235316e-05	5.746826434826917e-06	574.6826434826918	1.5723740174627858e-06	157.23740174627858	417.4452417364132	6.529187765713257e-07	NM_011074	Cdk14	-	0	NM_001310448	Cdk14	-	-8355
chr5	5343425	5344059	5343625.0	34	13	2	0.0	2.811090702103946e-06	1.6282674898676266e-05	1628.2674898676266	6.813620742338739e-06	681.3620742338738	946.9054156337528	0.0	NM_011074	Cdk14	-	0	NM_001310448	Cdk14	-	-77358
chr5	5694268	5694906	5694468.0	9	3	5	2.4880207361022144e-07	0.0046832316286579	4.310119826120188e-06	431.0119826120188	1.5723740174627858e-06	157.23740174627858	273.77458086574023	0.0001326368764983	NM_028734	Steap2	-	0	NM_001285470	Steap2	-	-180
chr5	8055571	8056247	8056044.0	36	11	5	0.0	2.590408088032348e-08	1.7240479304480753e-05	1724.0479304480752	5.7653713973635484e-06	576.5371397363548	1147.5107907117203	0.0	NM_025618	Sri	+	0	NM_001080974	Sri	+	295
chr5	8798560	8799073	8798870.0	30	13	2	0.0	0.0001015946942871	1.4367066087067296e-05	1436.7066087067294	6.813620742338739e-06	681.3620742338738	755.3445344728556	0.0	NM_011075	Abcb1b	+	0	NM_011076	Abcb1a	+	-49991
chr5	13384770	13385173	13384970.0	9	2	5	3.16561998836562e-10	0.000337305843837	4.310119826120188e-06	431.0119826120188	1.0482493449751903e-06	104.82493449751904	326.18704811449976	2.47103210850445e-07	NM_001243072	Sema3a	+	11611	NM_001243073	Sema3a	+	13824
chr5	13416995	13417450	13417238.0	17	3	4	0.0	3.4427654393986984e-08	8.141337449338133e-06	814.1337449338133	1.5723740174627858e-06	157.23740174627858	656.8963431875347	0.0	NM_001243072	Sema3a	+	0	NM_027650	Speer3	+	374169
chr5	15934051	15934454	15934251.0	8	2	1	5.615508058554042e-13	0.0002657047975984	3.831217623217945e-06	383.1217623217945	1.0482493449751903e-06	104.82493449751904	278.29682782427545	5.833756939060536e-10	NM_001110843	Cacna2d1	+	237	NR_045974	4930519H02Rik	-	-50286
chr5	16632921	16633411	16633208.0	23	6	6	0.0	3.8432410587319055e-09	1.1014750666751591e-05	1101.4750666751593	3.144748034925572e-06	314.4748034925572	787.0002631826021	0.0	NM_010427	Hgf	+	-13483	NM_001289460	Hgf	+	-58978
chr5	20702501	20702904	20702701.0	5	0	1	6.139874889621311e-07	7.667801682487152e-08	2.394511014511216e-06	239.4511014511216	0.0	0.0	239.4511014511216	0.0003081761933325	NM_001170746	Magi2	+	0	NM_172992	Phtf2	-	55760
chr5	20752839	20753375	20753039.0	39	15	8	0.0	1.977769827865572e-05	1.867718591318748e-05	1867.718591318748	7.86187008731393e-06	786.1870087313929	1081.5315825873554	0.0	NM_172992	Phtf2	-	5289	NM_001170745	Magi2	+	-47735
chr5	21055686	21056089	21055886.0	16	7	1	0.0	0.0064629435501885	7.66243524643589e-06	766.243524643589	3.668872707413167e-06	366.8872707413167	399.35625390227233	0.0	NM_011203	Ptpn12	-	0	NR_030699	A630072M18Rik	+	-99289
chr5	21171166	21171730	21171527.0	8	2	3	4.340350430176443e-07	0.0014860291235153	3.831217623217945e-06	383.1217623217945	1.0482493449751903e-06	104.82493449751904	278.29682782427545	0.0002227432914224	NM_175437	Gsap	+	14537	NM_011203	Ptpn12	-	-115370
chr5	21724581	21724984	21724781.0	16	9	1	0.0	0.0447954489078041	7.66243524643589e-06	766.243524643589	4.717122052388358e-06	471.7122052388357	294.5313194047533	0.0	NM_028431	Pmpcb	+	12176	NM_178728	Napepld	-	-23237
chr5	21732092	21732633	21732708.5	14	0	4	9.992007221626409e-16	0.0	6.704630840631404e-06	670.4630840631404	0.0	0.0	670.4630840631404	1.3445025312866177e-12	NM_028431	Pmpcb	+	4219	NM_009584	Dnajc2	-	24336
chr5	23413750	23413807	23413950.0	46	22	4	0.0	0.0001053293385842	2.2029501333503183e-05	2202.9501333503185	1.1530742794727095e-05	1153.0742794727096	1049.875853877609	0.0	NR_040469	5031425E22Rik	-	17597	NM_026984	Kmt2e	+	20218
chr5	23417517	23417697	23417227.0	50	33	5	0.0	0.0194292131248597	2.394511014511216e-05	2394.511014511216	1.7296114192090644e-05	1729.6114192090645	664.8995953021513	0.0	NR_040469	5031425E22Rik	-	14111	NM_026984	Kmt2e	+	16732
chr5	23417784	23418187	23418076.0	31	17	3	0.0	0.0053814786745374	1.4845968289969536e-05	1484.5968289969535	8.91011943228912e-06	891.011943228912	593.5848857680418	0.0	NR_040469	5031425E22Rik	-	13511	NM_026984	Kmt2e	+	16132
chr5	23850784	23851187	23850984.0	23	3	3	0.0	1.4574352835694526e-10	1.1014750666751591e-05	1101.4750666751593	1.5723740174627858e-06	157.23740174627858	944.2376649288808	0.0	NR_037304	Mir3471-1	-	0	NR_028536	Snord93	+	1046
chr5	24264181	24264636	24264381.0	18	8	2	0.0	0.0190137937504718	8.620239652240376e-06	862.0239652240376	4.192997379900762e-06	419.2997379900762	442.7242272339614	0.0	NR_030454	Mir684-1	+	-6570	NM_013569	Kcnh2	-	54953
chr5	24266196	24266897	24266396.0	55	16	4	0.0	7.467098162017294e-09	2.633962115962337e-05	2633.962115962337	8.385994759801524e-06	838.5994759801524	1795.3626399821846	0.0	NR_030454	Mir684-1	+	-8585	NM_013569	Kcnh2	-	52692
chr5	24586791	24587194	24586991.0	7	2	1	7.882148045368353e-08	0.0204490800896333	3.352315420315702e-06	335.2315420315702	1.0482493449751903e-06	104.82493449751904	230.40660753405115	4.511921358300651e-05	NM_133913	Chpf2	+	0	NR_030423	Mir671	+	4920
chr5	24802444	24802847	24802644.0	10	1	2	1.021581375049152e-09	2.427052152143005e-06	4.789022029022432e-06	478.9022029022431	5.241246724875953e-07	52.412467248759526	426.4897356534836	7.5234675769528e-07	NM_053075	Rheb	-	0	NM_153076	Crygn	-	-44602
chr5	24936286	24936689	24936486.0	14	1	1	0.0	2.381163932696495e-09	6.704630840631404e-06	670.4630840631404	5.241246724875953e-07	52.412467248759526	618.0506168143809	0.0	NM_001310480	Prkag2	-	0	NM_001170555	Prkag2	-	-27778
chr5	25529080	25529483	25529280.0	14	3	2	0.0	9.665392903235316e-05	6.704630840631404e-06	670.4630840631404	1.5723740174627858e-06	157.23740174627858	513.2256823168618	0.0	NR_027388	1700096K18Rik	+	535	NM_198621	Cct8l1	+	-11054
chr5	27433038	27433496	27433293.0	15	7	3	0.0	0.0142921493379972	7.183533043533647e-06	718.3533043533647	3.668872707413167e-06	366.8872707413167	351.466033612048	0.0	NM_010075	Dpp6	+	0	NM_028561	Speer4b	-	62313
chr5	27433696	27434153	27433896.0	21	12	2	0.0	0.0400358726556848	1.0056946260947106e-05	1005.6946260947104	6.289496069851143e-06	628.9496069851143	376.7450191095962	0.0	NM_010075	Dpp6	+	0	NM_028561	Speer4b	-	61656
chr5	27777129	27777706	27777555.0	8	1	5	3.855482599846027e-09	2.0123945261962817e-05	3.831217623217945e-06	383.1217623217945	5.241246724875953e-07	52.412467248759526	330.709295073035	2.623719476803852e-06	NM_018878	Paxip1	-	0	NM_010075	Dpp6	+	-49630
chr5	29688454	29688887	29688654.0	19	6	4	0.0	0.0002112182768158	9.09914185514262e-06	909.914185514262	3.144748034925572e-06	314.4748034925572	595.4393820217048	0.0	NM_133907	Ube3c	+	-12378	NR_028426	Gm5129	-	46447
chr5	30018248	30018916	30018589.0	14	4	7	4.918855323055027e-10	0.0011253011736748	6.704630840631404e-06	670.4630840631404	2.096498689950381e-06	209.6498689950381	460.8132150681023	3.760731414942288e-07	NM_031168	Il6	+	0	NR_033402	Tyms	-	39284
chr5	30234397	30234835	30234972.0	19	8	10	3.1777913633845856e-12	0.0041924551667998	9.09914185514262e-06	909.914185514262	4.192997379900762e-06	419.2997379900762	490.6144475241857	3.069789912100748e-09	NM_027652	Selenoi	+	0	NM_001014394	Adgrf3	-	-28676
chr5	30814563	30814966	30814763.0	16	5	1	0.0	0.0008411021430626	7.66243524643589e-06	766.243524643589	2.6206233624379764e-06	262.06233624379763	504.1811883997914	0.0	NM_133350	Mapre3	+	0	NM_023047	Dpysl5	+	-15195
chr5	30945723	30946158	30945955.0	31	9	2	0.0	1.181774691105808e-06	1.4845968289969536e-05	1484.5968289969535	4.717122052388358e-06	471.7122052388357	1012.884623758118	0.0	NM_026770	Cgref1	-	-244	NM_001160149	Cgref1	-	-297
chr5	31598157	31598560	31598357.0	35	22	2	0.0	0.0179009268599767	1.676157710157851e-05	1676.157710157851	1.1530742794727095e-05	1153.0742794727096	523.0834306851414	0.0	NM_025796	Mrpl33	+	15391	NM_153196	Rbks	-	25879
chr5	31602336	31602739	31602536.0	8	1	1	1.0078664192114672e-07	2.0123945261962817e-05	3.831217623217945e-06	383.1217623217945	5.241246724875953e-07	52.412467248759526	330.709295073035	5.679573621279109e-05	NM_025796	Mrpl33	+	11212	NM_153196	Rbks	-	21700
chr5	31882474	31882877	31882674.0	38	13	2	0.0	1.407908536421587e-07	1.819828371028524e-05	1819.828371028524	6.813620742338739e-06	681.3620742338738	1138.46629679465	0.0	NM_181280	Babam2	+	0	NM_153196	Rbks	-	-184542
chr5	32015855	32016302	32016055.0	21	12	3	4.085620730620576e-14	0.0229410663726896	1.0056946260947106e-05	1005.6946260947104	6.289496069851143e-06	628.9496069851143	376.7450191095962	4.7334630748240366e-11	NM_181280	Babam2	+	0	NM_008037	Fosl2	+	120170
chr5	32134528	32134530	32134855.0	16	9	4	8.008294027916917e-10	0.0447954489078041	7.66243524643589e-06	766.243524643589	4.717122052388358e-06	471.7122052388357	294.5313194047533	5.961474908345607e-07	NM_008037	Fosl2	+	1387	NM_181280	Babam2	+	-49790
chr5	32494061	32494641	32494428.0	70	17	12	0.0	5.551115123125784e-16	3.352315420315702e-05	3352.315420315702	8.91011943228912e-06	891.011943228912	2461.30347708679	0.0	NM_172707	Ppp1cb	+	-127	NM_001205132	Yes1	+	116209
chr5	32741405	32741808	32741605.0	7	1	1	3.376539714494697e-09	0.0009678583861842	3.352315420315702e-06	335.2315420315702	5.241246724875953e-07	52.412467248759526	282.8190747828107	2.3169630504987847e-06	NM_001347332	Pisd	-	0	NM_194340	Prr14l	-	47399
chr5	32785772	32786175	32785972.0	20	5	3	0.0	8.639744419414175e-05	9.578044058044865e-06	957.8044058044862	2.6206233624379764e-06	262.06233624379763	695.7420695606886	0.0	NM_177298	Pisd	-	-147	NM_194340	Prr14l	-	3032
chr5	32835062	32835613	32835337.0	8	1	3	2.002439800641298e-07	0.0001488286224241	3.831217623217945e-06	383.1217623217945	5.241246724875953e-07	52.412467248759526	330.709295073035	0.0001081738004704	NM_194340	Prr14l	-	0	NM_001025426	Depdc5	+	28108
chr5	34168788	34169322	34169071.0	11	3	4	2.923416508870957e-09	0.0014009237309361	5.267924231924674e-06	526.7924231924675	1.5723740174627858e-06	157.23740174627858	369.5550214461889	2.0239276402843618e-06	NM_181857	Poln	-	0	NM_010753	Mxd4	-	7258
chr5	34526041	34526444	34526241.0	27	11	2	0.0	0.0025051022905795	1.2930359478360565e-05	1293.0359478360565	5.7653713973635484e-06	576.5371397363548	716.4988080997017	0.0	NM_011893	Sh3bp2	+	0	NM_139064	Tnip2	-	-12063
chr5	34535910	34536313	34536110.0	20	7	1	0.0	0.0011126600449447	9.578044058044865e-06	957.8044058044862	3.668872707413167e-06	366.8872707413167	590.9171350631696	0.0	NM_011893	Sh3bp2	+	0	NM_001145858	Sh3bp2	+	7052
chr5	36696187	36696698	36696495.0	17	2	4	4.7482018317168695e-12	3.566748498773365e-07	8.141337449338133e-06	814.1337449338133	1.0482493449751903e-06	104.82493449751904	709.3088104362943	4.513242424947396e-09	NM_001081232	D5Ertd579e	-	-167	NM_133724	Bloc1s4	-	50676
chr5	37830420	37830823	37830620.0	24	9	1	0.0	0.0122421334164314	1.1493652869653836e-05	1149.3652869653836	4.717122052388358e-06	471.7122052388357	677.6530817265478	0.0	NM_010835	Msx1	-	-5836	NR_027920	Msx1os	+	-7670
chr5	38260415	38260842	38260639.0	11	1	2	7.327471962526033e-15	2.0123945261962817e-05	5.267924231924674e-06	526.7924231924675	5.241246724875953e-07	52.412467248759526	474.379955943708	9.099709491669398e-12	NM_025480	Tmem128	+	0	NM_172709	Otop1	+	16562
chr5	38560408	38560811	38560608.0	14	1	1	0.0	2.640985498070237e-07	6.704630840631404e-06	670.4630840631404	5.241246724875953e-07	52.412467248759526	618.0506168143809	0.0	NM_011715	Wdr1	-	0	NM_145559	Slc2a9	-	-58257
chr5	43561739	43562142	43561939.0	11	3	1	9.992007221626409e-16	0.0014009237309361	5.267924231924674e-06	526.7924231924675	1.5723740174627858e-06	157.23740174627858	369.5550214461889	1.3445025312866177e-12	NM_001135172	C1qtnf7	+	0	NM_175425	C1qtnf7	+	39780
