Chromosome	Start	End	Center	Experiment Insertions	Background insertions	Reference Insertions	pvalue Reference	pvalue Background	Fraction Experiment	TPH Experiment	Fraction background	TPH background	TPH background subtracted	pvalue_adj Reference	Nearest Refseq1	Gene Name1	Direction1	Distance1	Nearest Refseq2	Gene Name2	Direction2	Distance2
chr3	107705848	107706348	107706145.0	47	31	2	0.0	3.892009291184273e-06	3.989037784675135e-05	3989.0377846751353	2.0675267577979103e-05	2067.5267577979107	1921.5110268772248	0.0	NM_145542	Ahcyl1	-	-9301	NM_007778	Csf1	-	34700
chr3	107738369	107738801	107738569.0	16	13	3	2.220446049250313e-16	0.0209517891997912	1.3579703096766416e-05	1357.9703096766418	8.67027350044285e-06	867.0273500442851	490.9429596323568	3.2682356701989183e-13	NM_007778	Csf1	-	2247	NM_001113530	Csf1	-	6794
chr3	107760067	107760470	107760267.0	8	4	1	2.9055313710557584e-10	0.0041101239179308	6.789851548383209e-06	678.9851548383209	2.6677764616747237e-06	266.7776461674723	412.2075086708486	2.358633074913076e-07	NM_007778	Csf1	-	0	NM_145542	Ahcyl1	-	-63520
chr3	108011192	108011721	108011392.0	9	6	3	1.0668892413967512e-07	0.0201715595509295	7.63858299193111e-06	763.8582991931111	4.001664692512085e-06	400.1664692512085	363.69182994190254	6.070751029228466e-05	NM_010358	Gstm1	-	526	NM_008183	Gstm2	-	-24757
chr3	108183913	108183972	108183710.0	13	5	6	1.0457090748872132e-08	6.829447897627183e-05	1.1033508766122714e-05	1103.3508766122716	3.334720577093404e-06	333.47205770934045	769.8788189029311	6.901470300622019e-06	NM_001004293	Amigo1	+	2317	NM_001081320	Cyb561d1	-	11799
chr3	108196153	108196628	108196425.0	8	5	2	4.60697697768353e-08	0.0209700222124346	6.789851548383209e-06	678.9851548383209	3.334720577093404e-06	333.47205770934045	345.51309712898046	2.781155985548774e-05	NM_001081320	Cyb561d1	-	0	NM_001004293	Amigo1	+	-3868
chr3	108318282	108318715	108318482.0	8	3	2	1.6238647093658187e-09	0.0013139964398806	6.789851548383209e-06	678.9851548383209	2.0008323462560426e-06	200.08323462560423	478.9019202127166	1.1971518588498856e-06	NM_001271599	Sort1	+	0	NM_011967	Psma5	+	-38331
chr3	108442682	108443272	108442882.0	14	9	7	4.4172443480761103e-11	0.0147895032672168	1.1882240209670616e-05	1188.2240209670615	6.002497038768128e-06	600.2497038768128	587.9743170902487	3.91904147460248e-08	NM_001204979	Sars	-	0	NM_001346518	5330417C22Rik	-	12407
chr3	108443242	108444142	108443786.0	21	15	6	0.0	0.0142008944091728	1.7823360314505925e-05	1782.3360314505924	1.0004161731280211e-05	1000.4161731280212	781.9198583225711	0.0	NM_001204979	Sars	-	0	NM_001346518	5330417C22Rik	-	11537
chr3	108554572	108554975	108554772.0	8	5	1	2.32921459897284e-11	0.0340489828731491	6.789851548383209e-06	678.9851548383209	3.334720577093404e-06	333.47205770934045	345.51309712898046	2.146153084226792e-08	NR_028538	Scarna2	-	-171	NM_026198	Tmem167b	-	1450
chr3	108571794	108572389	108572129.0	9	2	3	1.7851952138769887e-09	1.980259933642703e-05	7.63858299193111e-06	763.8582991931111	1.3338882308373617e-06	133.38882308373616	630.4694761093749	1.3099418971089551e-06	NM_025444	Taf13	+	0	NM_026198	Tmem167b	-	-9329
chr3	108654161	108654175	108654375.0	20	16	3	0.0	0.0495091073669404	1.697462887095802e-05	1697.4628870958022	1.0671105846698892e-05	1067.1105846698892	630.352302425913	0.0	NM_145543	Clcc1	+	0	NM_181400	Wdr47	+	-8443
chr3	108855977	108856380	108856177.0	17	11	2	0.0	0.0108538193543368	1.442843454031432e-05	1442.843454031432	7.336385269605489e-06	733.6385269605489	709.2049270708831	0.0	NM_001165965	Fndc7	-	0	NM_011504	Stxbp3	-	-15476
chr3	108927298	108927737	108927534.0	26	11	3	0.0	2.55214884714583e-06	2.2067017532245428e-05	2206.701753224543	7.336385269605489e-06	733.6385269605489	1473.0632262639942	0.0	NM_025723	Henmt1	+	12347	NM_001078646	Henmt1	+	12820
chr3	109171117	109171520	109171317.0	7	4	3	1.1852075321172607e-07	0.0231027447824405	5.941120104835308e-06	594.1120104835308	2.6677764616747237e-06	266.7776461674723	327.33436431605844	6.696188754093092e-05	NM_172685	Slc25a24	+	-2709	NM_029054	Slc25a54	+	-54536
chr3	109515474	109515877	109515674.0	10	5	3	5.99187366390197e-13	0.0034341729091229	8.48731443547901e-06	848.7314435479011	3.334720577093404e-06	333.47205770934045	515.2593858385607	6.478378226451972e-10	NM_020505	Vav3	+	0	NM_146139	Vav3	+	58130
chr3	109765400	109765803	109765600.0	5	1	2	1.210483996372247e-07	0.0002028877001936	4.243657217739505e-06	424.36572177395055	6.669441154186808e-07	66.69441154186808	357.6713102320825	6.829873387341634e-05	NM_030699	Ntng1	-	14247	NM_020505	Vav3	+	-79707
chr3	110141933	110142336	110142133.0	6	2	4	6.672383867645237e-09	0.0015134289915492	5.092388661287407e-06	509.2388661287407	1.3338882308373617e-06	133.38882308373616	375.8500430450045	4.526974125371916e-06	NM_030699	Ntng1	-	0	NR_024139	Prmt6	-	103768
chr3	113630078	113630487	113630278.0	19	19	3	0.0	0.024989459395335	1.612589742741012e-05	1612.589742741012	1.2671938192954936e-05	1267.1938192954935	345.3959234455185	0.0	NM_001287015	Rnpc3	-	0	NM_001110505	Amy1	-	-52329
chr3	115713612	115714381	115713993.0	11	2	9	1.8752069008698413e-08	2.9395888834216063e-08	9.336045879026911e-06	933.6045879026912	1.3338882308373617e-06	133.38882308373616	800.2157648189551	1.1950022729353246e-05	NM_007901	S1pr1	-	0	NR_015487	A930005H10Rik	-	167198
chr3	115963313	115963826	115963623.0	6	1	3	2.0192622629533474e-06	1.6566977784071568e-05	5.092388661287407e-06	509.2388661287407	6.669441154186808e-07	66.69441154186808	442.5444545868726	0.0009471023779131	NM_023214	Slc30a7	-	0	NR_130332	Mir669n	+	16076
chr3	116118140	116118563	116118360.0	11	5	6	1.759138945622851e-09	0.0002768467534486	9.336045879026911e-06	933.6045879026912	3.334720577093404e-06	333.47205770934045	600.1325301933508	1.2920291682181934e-06	NM_011693	Vcam1	-	0	NM_001163515	Extl2	+	-89125
chr3	116512133	116512749	116512333.0	8	3	5	2.185150463906993e-07	0.0005635303902941	6.789851548383209e-06	678.9851548383209	2.0008323462560426e-06	200.08323462560423	478.9019202127166	0.0001183146878589	NM_010022	Dbt	+	330	NM_025517	Rtca	-	-3959
chr3	116519880	116520464	116520261.0	9	7	3	2.9996582995295284e-10	0.0365935645582999	7.63858299193111e-06	763.8582991931111	4.6686088079307655e-06	466.8608807930766	296.99741840003446	2.43288790636767e-07	NM_010022	Dbt	+	0	NM_025517	Rtca	-	-11706
chr3	116661364	116661767	116661564.0	5	3	2	9.83441526658524e-07	0.0387756600050488	4.243657217739505e-06	424.36572177395055	2.0008323462560426e-06	200.08323462560423	224.2824871483463	0.0004832364161686	NM_008246	Mfsd14a	-	0	NM_144902	Slc35a3	-	9031
chr3	116804514	116805100	116804897.0	12	5	6	6.294964549624639e-13	0.0004337144963787	1.0184777322574812e-05	1018.4777322574812	3.334720577093404e-06	333.47205770934045	685.0056745481409	6.792722565748046e-10	NM_001081326	Agl	-	0	NM_001113478	Frrs1	+	54467
chr3	116808300	116808597	116808500.0	17	11	2	0.0	0.0066474192635149	1.442843454031432e-05	1442.843454031432	7.336385269605489e-06	733.6385269605489	709.2049270708831	0.0	NM_001081326	Agl	-	-135	NM_001113478	Frrs1	+	50841
chr3	116861043	116861446	116861243.0	6	3	2	2.460936743275965e-08	0.0179339901874427	5.092388661287407e-06	509.2388661287407	2.0008323462560426e-06	200.08323462560423	309.1556315031364	1.5453437806609114e-05	NM_001113478	Frrs1	+	0	NM_009146	Frrs1	+	234
chr3	116862448	116862977	116862648.0	9	4	5	5.662030844177933e-10	0.0030904228998722	7.63858299193111e-06	763.8582991931111	2.6677764616747237e-06	266.7776461674723	497.0806530256388	4.428910596967964e-07	NM_001113478	Frrs1	+	0	NM_001081326	Agl	-	-54283
chr3	117853438	117853854	117853832.0	9	2	4	2.4424906541753444e-14	5.049823075475857e-06	7.63858299193111e-06	763.8582991931111	1.3338882308373617e-06	133.38882308373616	630.4694761093749	3.0128177008186346e-11	NM_001190156	Snx7	-	0	NM_029425	Plppr5	+	-163931
chr3	119780958	119781458	119781236.0	10	9	8	5.2984061582606046e-11	0.0454127902468917	8.48731443547901e-06	848.7314435479011	6.002497038768128e-06	600.2497038768128	248.48173967108835	4.667684466386676e-08	NM_019550	Ptbp2	-	0	NM_170778	Dpyd	+	-348041
chr3	119781754	119782297	119781979.0	13	11	6	2.220446049250313e-16	0.0196036963332568	1.1033508766122714e-05	1103.3508766122716	7.336385269605489e-06	733.6385269605489	369.71234965172266	3.2682356701989183e-13	NM_019550	Ptbp2	-	0	NM_170778	Dpyd	+	-348837
chr3	121249739	121250142	121249939.0	9	5	1	7.538336621593089e-11	0.002557424639032	7.63858299193111e-06	763.8582991931111	3.334720577093404e-06	333.47205770934045	430.3862414837706	6.530081723427722e-08	NM_178936	Tmem56	-	0	NM_024178	Alg14	+	41675
chr3	121262736	121263139	121262936.0	12	8	1	4.218847493575595e-15	0.0034597091081834	1.0184777322574812e-05	1018.4777322574812	5.335552923349447e-06	533.5552923349446	484.9224399225367	5.543427498528076e-12	NM_178936	Tmem56	-	0	NM_024178	Alg14	+	28678
chr3	121291978	121292542	121292339.0	18	16	7	5.634537281196117e-11	0.0123207910195849	1.527716598386222e-05	1527.716598386222	1.0671105846698892e-05	1067.1105846698892	460.6060137163329	4.9495296623075447e-08	NM_024178	Alg14	+	0	NM_178936	Tmem56	-	-28663
chr3	121313960	121314363	121314160.0	21	13	2	0.0	9.735623403483996e-05	1.7823360314505925e-05	1782.3360314505924	8.67027350044285e-06	867.0273500442851	915.3086814063072	0.0	NM_024178	Alg14	+	0	NM_178936	Tmem56	-	-50645
chr3	121327621	121328024	121327821.0	8	4	2	2.598028449041223e-07	0.0020614814810995	6.789851548383209e-06	678.9851548383209	2.6677764616747237e-06	266.7776461674723	412.2075086708486	0.0001390136842847	NM_024178	Alg14	+	0	NM_178936	Tmem56	-	-64306
chr3	121375750	121376298	121376085.0	10	3	4	9.62838219153994e-07	1.1815645406088038e-05	8.48731443547901e-06	848.7314435479011	2.0008323462560426e-06	200.08323462560423	648.6482089222968	0.0004740019797431	NM_024178	Alg14	+	-13740	NM_028044	Cnn3	+	50243
chr3	121427615	121428028	121427825.0	13	8	2	5.256906021600116e-13	0.0014108934078093	1.1033508766122714e-05	1103.3508766122716	5.335552923349447e-06	533.5552923349446	569.795584277327	5.724253294692281e-10	NM_028044	Cnn3	+	0	NM_145394	Slc44a3	-	31500
chr3	121650147	121650729	121650347.0	73	87	4	0.0	0.03112837281719	6.195739537899678e-05	6195.739537899678	5.8024138041425233e-05	5802.413804142523	393.3257337571549	0.0	NR_036458	A730020M07Rik	-	-3695	NR_036456	A730020M07Rik	-	-6663
chr3	121686599	121687126	121686864.0	10	8	3	2.428720625724523e-07	0.0251188227509491	8.48731443547901e-06	848.7314435479011	5.335552923349447e-06	533.5552923349446	315.1761512129565	0.0001305387603459	NM_001033814	4930432M17Rik	+	-3618	NM_010171	F3	+	36411
chr3	121703580	121704067	121703780.0	13	12	3	3.077840204923632e-10	0.0407684996933561	1.1033508766122714e-05	1103.3508766122716	8.00332938502417e-06	800.332938502417	303.0179381098545	2.492988456088588e-07	NM_010171	F3	+	19470	NM_001033814	4930432M17Rik	+	-20599
chr3	121720954	121721461	121721258.0	16	9	4	1.843403207857364e-11	0.0002731207886444	1.3579703096766416e-05	1357.9703096766418	6.002497038768128e-06	600.2497038768128	757.7206057998291	1.7151924873192682e-08	NM_010171	F3	+	2076	NM_008991	Abcd3	-	37449
chr3	121724457	121724886	121724683.0	17	16	2	0.0	0.0321361634286366	1.442843454031432e-05	1442.843454031432	1.0671105846698892e-05	1067.1105846698892	375.7328693615427	0.0	NM_010171	F3	+	0	NM_008991	Abcd3	-	34024
chr3	122246340	122247018	122246695.0	16	12	9	2.2817192579793755e-11	0.0320339114231587	1.3579703096766416e-05	1357.9703096766418	8.00332938502417e-06	800.332938502417	557.6373711742248	2.1041534393465473e-08	NM_008129	Gclm	+	0	NM_153806	Dnttip2	+	27396
chr3	122291736	122291866	122291663.0	8	2	4	4.065891777704778e-07	0.0001064161724584	6.789851548383209e-06	678.9851548383209	1.3338882308373617e-06	133.38882308373616	545.5963317545848	0.0002108662434092	NR_030439	Mir760	-	1719	NM_153806	Dnttip2	+	-6063
chr3	122484346	122484749	122484546.0	12	2	2	4.329869796038111e-15	6.847335165538483e-08	1.0184777322574812e-05	1018.4777322574812	1.3338882308373617e-06	133.38882308373616	885.0889091737452	5.686589564015561e-12	NM_013867	Bcar3	+	0	NM_153118	Fnbp1l	-	53970
chr3	122520071	122520730	122520271.0	19	14	6	0.0	0.0258335168659274	1.612589742741012e-05	1612.589742741012	9.337217615861533e-06	933.7217615861532	678.8679811548589	0.0	NM_013867	Bcar3	+	0	NM_153118	Fnbp1l	-	17989
chr3	122923015	122923418	122923215.0	5	2	1	4.1338904066545723e-07	0.0059228541087718	4.243657217739505e-06	424.36572177395055	1.3338882308373617e-06	133.38882308373616	290.9768986902144	0.0002141504385618	NR_046036	4933405D12Rik	-	0	NM_024461	1810037I17Rik	+	979
chr3	122985245	122985977	122985554.0	22	8	8	0.0	8.62030645754075e-08	1.8672091758053822e-05	1867.2091758053823	5.335552923349447e-06	533.5552923349446	1333.653883470438	0.0	NM_133857	Usp53	-	-799	NM_021503	Myoz2	-	20229
chr3	123235119	123235670	123235420.0	10	7	10	1.5850995098709577e-06	0.0170681170363757	8.48731443547901e-06	848.7314435479011	4.6686088079307655e-06	466.8608807930766	381.8705627548245	0.0007549270487704	NM_080451	Synpo2	-	0	NM_027135	Sec24d	+	31826
chr3	123385507	123385910	123385707.0	6	4	1	1.6584001172326168e-08	0.033535644426286	5.092388661287407e-06	509.2388661287407	2.6677764616747237e-06	266.7776461674723	242.46121996126837	1.0636184161251047e-05	NM_201638	Mettl14	-	0	NM_027135	Sec24d	+	-19872
chr3	123385908	123386426	123386108.0	14	9	3	2.220446049250313e-16	0.0035393568521281	1.1882240209670616e-05	1188.2240209670615	6.002497038768128e-06	600.2497038768128	587.9743170902487	3.2682356701989183e-13	NM_201638	Mettl14	-	0	NM_027135	Sec24d	+	-20273
chr3	123446303	123446849	123446646.0	11	2	7	8.275015006553588e-09	8.914278515348428e-08	9.336045879026911e-06	933.6045879026912	1.3338882308373617e-06	133.38882308373616	800.2157648189551	5.5377776068313095e-06	NM_008939	Prss12	+	64	NM_201638	Mettl14	-	-60314
chr3	126596602	126597005	126596802.0	5	3	1	2.922951581885158e-07	0.017657904264242	4.243657217739505e-06	424.36572177395055	2.0008323462560426e-06	200.08323462560423	224.2824871483463	0.0001551914006957	NM_001025438	Camk2d	+	0	NM_173451	Arsj	+	-156229
chr3	126633187	126633590	126633387.0	5	0	1	2.933702342167166e-07	1.2748987421318247e-09	4.243657217739505e-06	424.36572177395055	0.0	0.0	424.36572177395055	0.0001557170974475	NM_001025438	Camk2d	+	0	NM_173451	Arsj	+	-192814
chr3	126746722	126746807	126746604.0	11	5	4	2.1747048606357566e-11	0.0002082911174832	9.336045879026911e-06	933.6045879026912	3.334720577093404e-06	333.47205770934045	600.1325301933508	2.0108625891218392e-08	NM_001025438	Camk2d	+	0	NM_178655	Ank2	-	174800
chr3	126831646	126832049	126831846.0	13	5	1	0.0	1.5161859763246356e-05	1.1033508766122714e-05	1103.3508766122716	3.334720577093404e-06	333.47205770934045	769.8788189029311	0.0	NM_001025438	Camk2d	+	0	NM_001293666	Camk2d	+	-12849
chr3	127256931	127257601	127257216.0	9	6	6	6.829231624649879e-10	0.0224998086540082	7.63858299193111e-06	763.8582991931111	4.001664692512085e-06	400.1664692512085	363.69182994190254	5.283289776317294e-07	NM_001327939	Ank2	-	0	NR_105030	LOC100862268	+	-88642
chr3	127763068	127763562	127763278.0	6	4	5	1.0314784648635113e-07	0.045365883593615	5.092388661287407e-06	509.2388661287407	2.6677764616747237e-06	266.7776461674723	242.46121996126837	5.880820734885017e-05	NM_027808	Alpk1	-	0	NM_145133	Tifa	+	26351
chr3	127779595	127780078	127779795.0	13	9	4	0.0	0.0146034813858811	1.1033508766122714e-05	1103.3508766122716	6.002497038768128e-06	600.2497038768128	503.1011727354588	0.0	NM_027808	Alpk1	-	0	NM_145133	Tifa	+	9835
chr3	129830775	129831009	129830806.0	30	13	5	0.0	2.827451689446648e-07	2.5461943306437037e-05	2546.194330643704	8.67027350044285e-06	867.0273500442851	1679.1669805994184	0.0	NM_026578	Gar1	-	0	NM_007686	Cfi	+	5730
chr3	129901489	129901892	129901689.0	7	4	1	2.0762946917329828e-11	0.0220512658467072	5.941120104835308e-06	594.1120104835308	2.6677764616747237e-06	266.7776461674723	327.33436431605844	1.9247213290608837e-08	NM_009811	Casp6	+	0	NM_001286948	Pla2g12a	+	-5665
chr3	129969874	129970457	129970254.0	14	10	2	0.0	0.0230685291874076	1.1882240209670616e-05	1188.2240209670615	6.669441154186808e-06	666.9441154186809	521.2799055483806	0.0	NM_001293644	Mcub	-	0	NM_207209	Sec24b	-	12728
chr3	131364562	131364965	131364762.0	10	0	3	2.1524892979130072e-11	0.0	8.48731443547901e-06	848.7314435479011	0.0	0.0	848.7314435479011	1.9909903250170946e-08	NM_028943	Sgms2	-	-19640	NM_027816	Cyp2u1	-	-61336
chr3	131560909	131561354	131561151.0	7	4	5	1.300606408016769e-06	0.0189445734691389	5.941120104835308e-06	594.1120104835308	2.6677764616747237e-06	266.7776461674723	327.33436431605844	0.0006269811088965	NM_001289478	Papss1	+	3414	NM_001289477	Papss1	+	4678
chr3	132121906	132122360	132122106.0	5	4	3	2.7037646654903824e-07	0.0395729533549852	4.243657217739505e-06	424.36572177395055	2.6677764616747237e-06	266.7776461674723	157.58807560647824	0.0001441943052913	NM_020265	Dkk2	+	0	NM_001289478	Papss1	+	-478236
chr3	132871745	132872148	132871945.0	8	3	1	7.716050021144839e-14	0.0003682520670167	6.789851548383209e-06	678.9851548383209	2.0008323462560426e-06	200.08323462560423	478.9019202127166	9.085695163152991e-11	NR_102297	Gm29811	-	0	NM_001287103	Npnt	-	9597
chr3	132983773	132984068	132984268.0	6	2	4	3.0692760333295155e-08	0.000663517242886	5.092388661287407e-06	509.2388661287407	1.3338882308373617e-06	133.38882308373616	375.8500430450045	1.902796465761605e-05	NM_026231	Gstcd	-	0	NM_001029836	Npnt	-	-33483
chr3	133089707	133090150	133089947.0	7	4	8	1.977631862715157e-07	0.0130343242605269	5.941120104835308e-06	594.1120104835308	2.6677764616747237e-06	266.7776461674723	327.33436431605844	0.0001077683546167	NM_026231	Gstcd	-	0	NM_027927	Ints12	+	1705
chr3	133090845	133091253	133091050.0	11	6	4	3.885780586188048e-15	0.0025541559837037	9.336045879026911e-06	933.6045879026912	4.001664692512085e-06	400.1664692512085	533.4381186514827	5.1204708391470216e-12	NM_026231	Gstcd	-	0	NM_027927	Ints12	+	602
chr3	133544942	133545551	133545142.0	7	2	5	1.3528206554980216e-08	0.0005139290288016	5.941120104835308e-06	594.1120104835308	1.3338882308373617e-06	133.38882308373616	460.7231873997946	8.768384255083466e-06	NM_001346736	Tet2	-	-553	NM_146141	Ppa2	+	-166708
chr3	135423501	135423904	135423701.0	14	8	1	0.0	0.0005748347519496	1.1882240209670616e-05	1188.2240209670615	5.335552923349447e-06	533.5552923349446	654.6687286321169	0.0	NM_025902	Cisd2	-	-69	NR_030689	4930539J05Rik	-	12317
chr3	135438078	135438264	135438464.0	6	2	2	1.0685139772981245e-08	0.0007792394187211	5.092388661287407e-06	509.2388661287407	1.3338882308373617e-06	133.38882308373616	375.8500430450045	7.043524503722673e-06	NR_030689	4930539J05Rik	-	0	NM_025356	Ube2d3	+	92
chr3	135689605	135690167	135689920.0	20	19	9	0.0	0.0383876966213676	1.697462887095802e-05	1697.4628870958022	1.2671938192954936e-05	1267.1938192954935	430.2690678003087	0.0	NM_008689	Nfkb1	-	0	NM_027288	Manba	+	-118203
chr3	136432827	136433230	136433027.0	9	5	3	1.9070300893986318e-12	0.0197495514026196	7.63858299193111e-06	763.8582991931111	3.334720577093404e-06	333.47205770934045	430.3862414837706	1.9682186244723854e-09	NR_040592	1700030L20Rik	-	2040	NM_001310749	Bank1	-	-106762
chr3	137863213	137863616	137863413.0	7	4	3	8.575695920054471e-08	0.0094672842713807	5.941120104835308e-06	594.1120104835308	2.6677764616747237e-06	266.7776461674723	327.33436431605844	4.949343913378599e-05	NM_016750	H2afz	+	871	NM_001033155	Dnajb14	+	4059
chr3	137868072	137868671	137868370.0	6	4	2	1.6350780296381373e-07	0.0274114815632003	5.092388661287407e-06	509.2388661287407	2.6677764616747237e-06	266.7776461674723	242.46121996126837	9.02189166798387e-05	NM_001033155	Dnajb14	+	0	NM_016750	H2afz	+	-1151
chr3	137917506	137917909	137917706.0	7	4	3	9.173791659655707e-08	0.009488522222492	5.941120104835308e-06	594.1120104835308	2.6677764616747237e-06	266.7776461674723	327.33436431605844	5.26908806854384e-05	NM_019920	Lamtor3	+	646	NM_001033155	Dnajb14	+	-8576
chr3	138029600	138030003	138029800.0	9	6	2	3.103983736707505e-11	0.0134175436078615	7.63858299193111e-06	763.8582991931111	4.001664692512085e-06	400.1664692512085	363.69182994190254	2.8124337915503288e-08	NR_037975	Gm5105	-	18758	NM_011932	Dapp1	-	-48052
chr3	138052903	138053398	138053160.0	8	6	3	1.0679826023540784e-08	0.0337899988912999	6.789851548383209e-06	678.9851548383209	4.001664692512085e-06	400.1664692512085	278.8186855871124	7.04170999419996e-06	NR_037975	Gm5105	-	0	NM_001163457	Mttp	-	36457
chr3	138212399	138212602	138212802.0	7	2	2	1.2228832835248228e-08	0.0001606511984936	5.941120104835308e-06	594.1120104835308	1.3338882308373617e-06	133.38882308373616	460.7231873997946	7.976960498918949e-06	NR_045760	0610031O16Rik	-	0	NM_009626	Adh7	+	4768
chr3	138225415	138225928	138225725.0	23	11	3	0.0	2.373174070036121e-06	1.9520823201601726e-05	1952.082320160173	7.336385269605489e-06	733.6385269605489	1218.4437931996238	0.0	NR_045760	0610031O16Rik	-	0	NM_001163385	4930579F01Rik	-	-38703
chr3	138495359	138495616	138495369.0	12	7	7	2.889666284033865e-10	0.0036397367813669	1.0184777322574812e-05	1018.4777322574812	4.6686088079307655e-06	466.8608807930766	551.6168514644047	2.346446999643661e-07	NM_175224	Metap1	-	-5575	NM_007917	Eif4e	+	30575
chr3	138526011	138526414	138526211.0	10	6	3	1.1371792396630552e-11	0.0091619407856476	8.48731443547901e-06	848.7314435479011	4.001664692512085e-06	400.1664692512085	448.5649742966926	1.0826342090517448e-08	NM_007917	Eif4e	+	0	NR_035481	Mir1956	+	7
chr3	138745363	138745766	138745563.0	9	6	1	1.1768364061026661e-14	0.0330765163017031	7.63858299193111e-06	763.8582991931111	4.001664692512085e-06	400.1664692512085	363.69182994190254	1.4910986372920444e-11	NM_019571	Tspan5	+	0	NR_040545	4930425O10Rik	-	-18380
chr3	138753290	138753758	138753555.0	14	8	5	0.0	0.003840494898805	1.1882240209670616e-05	1188.2240209670615	5.335552923349447e-06	533.5552923349446	654.6687286321169	0.0	NM_019571	Tspan5	+	0	NR_040545	4930425O10Rik	-	-26307
chr3	141485951	141486195	141486175.0	11	10	6	2.109423746787797e-14	0.038540206376656	9.336045879026911e-06	933.6045879026912	6.669441154186808e-06	666.9441154186809	266.6604724840104	2.617833906718573e-11	NM_009472	Unc5c	+	0	NM_008811	Pdha2	-	-273597
chr3	141491333	141491736	141491533.0	23	20	2	0.0	0.0049407356281605	1.9520823201601726e-05	1952.082320160173	1.3338882308373616e-05	1333.8882308373618	618.1940893228109	0.0	NM_009472	Unc5c	+	0	NM_008811	Pdha2	-	-278979
chr3	141509372	141509575	141509775.0	11	8	5	4.996003610813205e-15	0.0089712272833685	9.336045879026911e-06	933.6045879026912	5.335552923349447e-06	533.5552923349446	400.0492955677466	6.5194088855462985e-12	NM_009472	Unc5c	+	0	NM_008811	Pdha2	-	-297018
chr3	141700828	141701365	141701028.0	24	22	7	0.0	0.0072833720021782	2.0369554645149627e-05	2036.9554645149624	1.4672770539210978e-05	1467.2770539210978	569.6784105938648	0.0	NM_009472	Unc5c	+	0	NM_007560	Bmpr1b	-	135771
chr3	142498534	142499426	142498899.0	16	12	7	4.028999356364693e-13	0.0022608515822886	1.3579703096766416e-05	1357.9703096766418	8.00332938502417e-06	800.332938502417	557.6373711742248	4.428398580387707e-10	NM_153564	Gbp5	+	0	NM_145545	Gbp7	+	30910
chr3	142530145	142530548	142530345.0	14	11	1	0.0	0.0057096594948777	1.1882240209670616e-05	1188.2240209670615	7.336385269605489e-06	733.6385269605489	454.5854940065126	0.0	NM_145545	Gbp7	+	0	NM_153564	Gbp5	+	-7802
chr3	142620419	142620822	142620619.0	14	7	1	0.0	6.534816805392474e-05	1.1882240209670616e-05	1188.2240209670615	4.6686088079307655e-06	466.8608807930766	721.3631401739849	0.0	NM_010260	Gbp2	+	0	NM_010259	Gbp2b	+	-1244
chr3	142852586	142853205	142852860.0	7	5	4	6.202165825364148e-07	0.0166675869557029	5.941120104835308e-06	594.1120104835308	3.334720577093404e-06	333.47205770934045	260.6399527741903	0.0003136130425	NM_178654	Pkn2	-	0	NM_145546	Gtf2b	+	-68982
chr3	143651197	143651717	143651514.0	8	4	9	2.2656833831291578e-07	0.0039898676680339	6.789851548383209e-06	678.9851548383209	2.6677764616747237e-06	266.7776461674723	412.2075086708486	0.0001223979412192	NR_040405	Gm6260	-	19175	NR_040551	A830019L24Rik	+	-393202
chr3	143659309	143659932	143659729.0	8	6	8	5.38000514138659e-08	0.0425203732416882	6.789851548383209e-06	678.9851548383209	4.001664692512085e-06	400.1664692512085	278.8186855871124	3.2125524391620386e-05	NR_040405	Gm6260	-	10960	NR_040551	A830019L24Rik	+	-401314
chr3	144204802	144205205	144205002.0	7	3	1	4.691458332928278e-10	0.0061062788921676	5.941120104835308e-06	594.1120104835308	2.0008323462560426e-06	200.08323462560423	394.02877585792646	3.71516544847796e-07	NM_010723	Lmo4	-	0	NM_001161769	Lmo4	-	-2407
chr3	144424937	144425475	144425119.0	33	13	4	0.0	2.6200725700142872e-08	2.800813763708074e-05	2800.8137637080736	8.67027350044285e-06	867.0273500442851	1933.7864136637888	0.0	NM_011828	Hs2st1	-	5632	NM_053102	Selenof	+	144952
chr3	144496862	144497265	144497062.0	6	2	1	1.386657166868588e-08	0.0026726750958202	5.092388661287407e-06	509.2388661287407	1.3338882308373617e-06	133.38882308373616	375.8500430450045	8.97605954999826e-06	NM_011828	Hs2st1	-	0	NM_053102	Selenof	+	73162
chr3	144602565	144602968	144602765.0	6	2	2	2.497037320248197e-07	0.0024513492547938	5.092388661287407e-06	509.2388661287407	1.3338882308373617e-06	133.38882308373616	375.8500430450045	0.0001340534107516	NM_053102	Selenof	+	-4890	NM_011828	Hs2st1	-	-32350
chr3	144605529	144606127	144605881.0	9	5	6	1.6836048188917374e-07	0.0137594911809544	7.63858299193111e-06	763.8582991931111	3.334720577093404e-06	333.47205770934045	430.3862414837706	9.268258854399016e-05	NM_053102	Selenof	+	-7854	NM_011828	Hs2st1	-	-35314
chr3	144679124	144679527	144679324.0	12	6	3	6.894484982922222e-14	0.0024787811792719	1.0184777322574812e-05	1018.4777322574812	4.001664692512085e-06	400.1664692512085	618.3112630062728	8.144457331964575e-11	NM_001282042	Sh3glb1	-	4151	NM_019464	Sh3glb1	-	7375
